Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainfallTomorrow
478,2010-03-24,Albury,10.5,28.8,0.0,,,S,22.0,,W,0.0,6.0,81.0,31.0,1022.0,1019.5,,,13.3,26.9,False,False,0.0
33967,2010-03-24,SydneyAirport,18.9,25.4,0.0,7.6,6.1,SE,31.0,WSW,SE,11.0,24.0,81.0,58.0,1021.8,1020.9,7.0,2.0,20.8,24.7,False,False,0.0
67831,2010-03-24,Melbourne,15.8,23.4,0.0,4.4,8.4,SE,33.0,W,SE,13.0,17.0,75.0,58.0,1024.8,1023.4,7.0,3.0,17.9,21.5,False,False,0.0
30958,2010-03-24,Sydney,18.7,26.0,0.0,7.6,6.1,,,W,ESE,17.0,20.0,79.0,58.0,1021.6,1020.8,7.0,5.0,20.3,25.3,False,False,0.0
67832,2010-03-25,Melbourne,12.8,31.5,0.0,3.8,10.0,N,46.0,N,NNW,13.0,20.0,90.0,27.0,1020.3,1016.2,7.0,5.0,14.9,30.4,False,False,0.0
33968,2010-03-25,SydneyAirport,18.9,27.9,0.0,4.0,8.7,NNE,46.0,NNW,NE,7.0,30.0,63.0,54.0,1023.7,1019.4,5.0,3.0,23.3,26.6,False,False,0.0
46462,2010-03-25,Canberra,12.1,26.8,0.0,3.8,11.1,NW,35.0,SE,NNW,9.0,20.0,76.0,42.0,1023.0,1018.7,1.0,1.0,16.0,26.2,False,False,0.0
64639,2010-03-25,MelbourneAirport,12.5,29.9,0.0,3.8,10.0,N,46.0,N,NNW,13.0,20.0,85.0,26.0,1020.3,1016.7,2.0,4.0,14.3,28.9,False,False,0.0
479,2010-03-25,Albury,11.6,29.6,0.0,,,NNW,24.0,E,NNW,4.0,6.0,75.0,32.0,1021.8,1018.0,,,15.4,28.9,False,False,0.0
30959,2010-03-25,Sydney,19.5,25.5,0.0,4.0,8.7,,,W,NE,7.0,20.0,75.0,61.0,1023.4,1019.6,6.0,1.0,21.1,24.8,False,False,0.0
480,2010-03-26,Albury,12.6,30.0,0.0,,,WNW,24.0,,WNW,0.0,11.0,80.0,32.0,1019.2,1016.4,,,15.8,29.1,False,False,0.0
67833,2010-03-26,Melbourne,14.8,30.7,0.0,9.6,7.2,N,50.0,N,SSE,31.0,30.0,42.0,52.0,1016.6,1016.9,5.0,7.0,22.4,24.7,False,False,0.0
64640,2010-03-26,MelbourneAirport,14.2,29.6,0.0,9.6,7.2,N,50.0,N,SSE,31.0,30.0,44.0,46.0,1016.8,1017.1,5.0,7.0,20.5,22.8,False,False,0.2
46463,2010-03-26,Canberra,8.7,29.1,0.0,4.4,10.7,NW,35.0,SSE,WNW,2.0,20.0,88.0,22.0,1019.6,1016.7,2.0,2.0,14.3,28.3,False,False,0.0
30960,2010-03-26,Sydney,19.5,29.6,0.0,5.6,8.9,,,W,ENE,9.0,9.0,80.0,52.0,1019.1,1015.4,0.0,2.0,22.6,29.5,False,False,0.0
33969,2010-03-26,SydneyAirport,20.5,35.5,0.0,5.6,8.9,NNE,41.0,NW,E,15.0,17.0,76.0,34.0,1019.2,1015.1,0.0,2.0,23.1,33.9,False,False,0.0
33970,2010-03-27,SydneyAirport,22.3,25.0,0.0,7.4,7.2,S,57.0,SSW,S,26.0,33.0,83.0,76.0,1019.7,1018.5,3.0,7.0,22.9,24.1,False,False,0.0
67834,2010-03-27,Melbourne,17.2,22.7,0.0,4.0,0.4,SW,30.0,SSE,S,15.0,13.0,,58.0,1021.4,1018.8,7.0,7.0,,21.8,False,False,0.0
30961,2010-03-27,Sydney,22.4,26.9,0.0,7.4,7.2,,,SSW,S,17.0,19.0,80.0,66.0,1019.6,1018.4,6.0,7.0,23.0,25.5,False,False,0.0
64641,2010-03-27,MelbourneAirport,16.0,21.9,0.2,4.0,0.4,SW,30.0,SSE,S,15.0,13.0,80.0,61.0,1021.4,1019.1,7.0,7.0,16.5,20.3,False,False,0.0
481,2010-03-27,Albury,15.6,30.2,0.0,,,E,20.0,,S,0.0,9.0,73.0,32.0,1019.8,1017.0,,,18.3,30.0,False,False,0.0
46464,2010-03-27,Canberra,8.3,27.9,0.0,6.0,9.9,ENE,26.0,,S,0.0,7.0,73.0,30.0,1021.9,1018.8,4.0,6.0,15.1,26.6,False,False,0.0
33971,2010-03-28,SydneyAirport,20.7,29.1,0.0,5.4,8.2,NE,50.0,WNW,NE,9.0,33.0,76.0,57.0,1019.4,1014.9,1.0,5.0,23.4,27.6,False,False,0.0
67835,2010-03-28,Melbourne,17.8,27.2,0.0,3.8,0.1,N,61.0,N,N,31.0,30.0,56.0,42.0,1012.2,1009.6,7.0,8.0,21.4,26.0,False,True,8.0
46465,2010-03-28,Canberra,12.8,28.8,0.0,4.6,8.7,WNW,33.0,SE,WNW,7.0,13.0,81.0,38.0,1019.2,1014.5,4.0,4.0,17.0,27.7,False,True,1.4
30962,2010-03-28,Sydney,20.8,26.4,0.0,5.4,8.2,,,W,NE,6.0,19.0,82.0,66.0,1019.2,1014.9,2.0,7.0,23.1,26.2,False,False,0.0
64642,2010-03-28,MelbourneAirport,16.2,26.2,0.0,3.8,0.1,N,61.0,N,N,31.0,30.0,52.0,44.0,1012.4,1009.7,7.0,8.0,21.7,25.0,False,True,6.4
482,2010-03-28,Albury,17.2,28.7,0.0,,,W,39.0,ENE,N,4.0,13.0,79.0,41.0,1016.4,1011.8,,,19.4,28.3,False,True,11.0
33972,2010-03-29,SydneyAirport,23.0,28.6,0.0,2.8,0.1,W,35.0,NW,WNW,9.0,13.0,72.0,46.0,1017.0,1016.4,7.0,8.0,24.2,27.6,False,True,1.8
483,2010-03-29,Albury,18.2,26.3,11.0,,,WNW,26.0,W,WNW,7.0,20.0,94.0,61.0,1015.8,1014.9,7.0,5.0,18.2,24.8,True,False,0.4
46466,2010-03-29,Canberra,17.0,22.8,1.4,5.0,0.1,W,50.0,N,NW,2.0,20.0,88.0,68.0,1016.0,1015.8,8.0,7.0,18.2,21.5,True,True,3.4
30963,2010-03-29,Sydney,22.4,27.5,0.0,2.8,0.1,,,W,W,7.0,11.0,78.0,56.0,1016.9,1016.4,7.0,8.0,23.2,26.7,False,True,4.0
64643,2010-03-29,MelbourneAirport,17.0,21.8,6.4,3.8,6.8,W,44.0,NNW,SE,11.0,22.0,86.0,73.0,1013.8,1015.6,7.0,7.0,18.7,20.9,True,False,0.0
67836,2010-03-29,Melbourne,17.9,23.3,8.0,3.8,6.8,W,44.0,NNW,SE,11.0,22.0,89.0,63.0,1013.5,1015.5,7.0,5.0,19.2,23.0,True,False,0.4
33973,2010-03-30,SydneyAirport,20.3,21.2,1.8,,0.0,S,52.0,SSW,SSW,13.0,20.0,92.0,90.0,1019.9,1018.7,8.0,8.0,20.3,21.0,True,True,11.4
484,2010-03-30,Albury,16.5,26.9,0.4,,,SSW,28.0,,WSW,0.0,11.0,91.0,44.0,1019.6,1017.6,,,17.5,26.0,False,False,0.0
67837,2010-03-30,Melbourne,15.1,22.6,0.4,4.0,9.6,S,37.0,SW,S,11.0,28.0,78.0,53.0,1022.8,1022.9,5.0,6.0,15.6,21.2,False,False,0.0
30964,2010-03-30,Sydney,20.5,21.3,4.0,,0.0,,,SSW,SSW,4.0,9.0,92.0,88.0,1019.8,1018.4,8.0,8.0,20.6,21.2,True,True,14.0
64644,2010-03-30,MelbourneAirport,11.2,20.0,0.0,4.0,9.6,S,37.0,SW,S,11.0,28.0,78.0,53.0,1023.1,1023.0,4.0,7.0,13.8,19.3,False,False,0.0
46467,2010-03-30,Canberra,16.4,20.6,3.4,2.2,1.2,SW,39.0,ENE,ENE,11.0,15.0,85.0,71.0,1019.7,1018.7,8.0,7.0,17.6,20.2,True,True,35.0
46468,2010-03-31,Canberra,11.5,22.1,35.0,2.6,8.8,SSW,28.0,SE,SSE,6.0,11.0,76.0,48.0,1021.8,1018.1,3.0,5.0,14.1,20.8,True,False,0.0
64645,2010-03-31,MelbourneAirport,9.1,21.7,0.0,3.6,7.6,SW,26.0,SW,WSW,7.0,9.0,89.0,53.0,1023.0,1020.2,7.0,1.0,12.1,20.1,False,False,0.0
33974,2010-03-31,SydneyAirport,18.9,21.7,11.4,2.6,3.1,S,56.0,S,SSW,43.0,35.0,77.0,74.0,1019.6,1017.8,7.0,7.0,21.0,21.2,True,False,0.0
485,2010-03-31,Albury,13.4,26.1,0.0,,,SSE,28.0,SSE,NE,9.0,9.0,71.0,42.0,1021.2,1018.1,,1.0,16.5,25.1,False,False,0.0
30965,2010-03-31,Sydney,18.9,23.1,14.0,2.6,3.1,,,S,S,24.0,30.0,68.0,67.0,1019.5,1017.5,7.0,6.0,21.0,22.0,True,False,0.2
67838,2010-03-31,Melbourne,13.4,23.9,0.0,3.6,7.6,SW,26.0,SW,WSW,7.0,9.0,78.0,48.0,1023.0,1019.9,7.0,1.0,13.8,23.4,False,False,0.0
46469,2010-04-01,Canberra,6.6,23.1,0.0,3.4,10.8,ENE,30.0,SE,WNW,7.0,7.0,79.0,44.0,1020.7,1017.3,0.0,2.0,11.5,22.4,False,False,0.0
64646,2010-04-01,MelbourneAirport,12.0,22.4,0.0,2.4,7.7,S,31.0,W,SSE,11.0,19.0,82.0,49.0,1021.1,1019.5,7.0,6.0,15.7,20.7,False,False,0.0
67839,2010-04-01,Melbourne,13.8,24.0,0.0,2.4,7.7,S,31.0,W,SSE,11.0,19.0,79.0,45.0,1020.8,1019.2,7.0,4.0,17.1,23.9,False,False,0.0
486,2010-04-01,Albury,11.6,25.8,0.0,,,WNW,26.0,ESE,NW,2.0,9.0,82.0,44.0,1020.0,1017.4,,2.0,14.6,25.2,False,False,0.0
30966,2010-04-01,Sydney,16.0,25.3,0.2,3.6,10.8,,,W,S,24.0,19.0,68.0,45.0,1018.3,1016.3,2.0,1.0,18.4,24.8,False,False,0.0
33975,2010-04-01,SydneyAirport,16.1,22.8,0.0,3.6,10.8,S,46.0,W,S,19.0,30.0,69.0,59.0,1018.5,1016.4,2.0,1.0,18.6,22.5,False,False,0.0
46470,2010-04-02,Canberra,7.0,20.8,0.0,2.6,5.9,S,26.0,E,SW,4.0,7.0,89.0,46.0,1021.9,1018.8,7.0,1.0,11.3,19.9,False,False,0.0
487,2010-04-02,Albury,10.0,25.1,0.0,,,SE,20.0,,S,0.0,6.0,78.0,42.0,1019.8,1017.4,,,15.3,24.4,False,False,0.0
67840,2010-04-02,Melbourne,16.1,21.9,0.0,2.2,4.9,S,44.0,SSE,S,22.0,31.0,75.0,59.0,1022.0,1021.2,6.0,6.0,17.4,20.5,False,False,0.0
33976,2010-04-02,SydneyAirport,17.2,22.2,0.0,5.8,9.4,S,46.0,SSW,S,26.0,31.0,64.0,58.0,1020.0,1018.6,6.0,1.0,20.0,21.6,False,False,0.0
30967,2010-04-02,Sydney,17.2,24.6,0.0,5.8,9.4,,,W,S,13.0,24.0,74.0,46.0,1019.9,1018.5,5.0,2.0,19.0,24.3,False,False,0.0
64647,2010-04-02,MelbourneAirport,12.9,20.5,0.0,2.2,4.9,S,44.0,SSE,S,22.0,31.0,79.0,63.0,1022.3,1021.5,7.0,7.0,16.3,18.2,False,False,0.0
33977,2010-04-03,SydneyAirport,16.4,22.3,0.0,6.6,7.2,SE,44.0,W,S,13.0,24.0,73.0,63.0,1021.5,1020.3,3.0,3.0,19.0,21.2,False,True,11.2
46471,2010-04-03,Canberra,9.2,20.8,0.0,4.2,6.8,ENE,31.0,,ENE,0.0,15.0,82.0,50.0,1022.9,1020.5,6.0,7.0,12.5,18.8,False,False,0.6
67841,2010-04-03,Melbourne,13.9,24.4,0.0,4.0,9.0,SSW,31.0,W,S,9.0,17.0,72.0,47.0,1022.8,1020.3,3.0,5.0,14.9,22.5,False,False,0.0
30968,2010-04-03,Sydney,15.9,24.0,0.0,6.6,7.2,,,WNW,SE,17.0,15.0,72.0,56.0,1021.4,1020.0,2.0,3.0,18.6,22.1,False,True,6.8
64648,2010-04-03,MelbourneAirport,11.0,21.4,0.0,4.0,9.0,SSW,31.0,W,S,9.0,17.0,79.0,57.0,1022.9,1020.9,5.0,6.0,13.2,20.0,False,False,0.0
488,2010-04-03,Albury,12.4,24.8,0.0,,,NE,26.0,,NE,0.0,11.0,71.0,41.0,1020.7,1018.4,,5.0,15.5,24.7,False,False,0.0
489,2010-04-04,Albury,12.5,24.8,0.0,,,SE,20.0,SE,N,13.0,7.0,58.0,37.0,1022.1,1018.2,7.0,,18.3,24.2,False,False,0.0
67842,2010-04-04,Melbourne,12.7,25.8,0.0,4.4,9.7,N,33.0,W,N,4.0,20.0,67.0,40.0,1022.0,1016.9,4.0,6.0,15.8,25.1,False,False,0.0
64649,2010-04-04,MelbourneAirport,9.9,25.6,0.0,4.4,9.7,N,33.0,W,N,4.0,20.0,71.0,38.0,1022.1,1017.3,5.0,6.0,15.8,24.8,False,False,0.0
33978,2010-04-04,SydneyAirport,15.5,20.8,11.2,3.2,6.6,SSW,43.0,SW,SSW,20.0,28.0,84.0,75.0,1023.1,1020.7,6.0,5.0,17.6,19.4,True,True,3.4
30969,2010-04-04,Sydney,15.4,22.4,6.8,3.2,6.6,,,W,SSE,13.0,19.0,84.0,59.0,1022.9,1020.5,6.0,6.0,17.7,20.7,True,True,1.2
46472,2010-04-04,Canberra,8.5,19.9,0.6,3.8,10.0,SSE,28.0,ESE,ENE,15.0,17.0,55.0,48.0,1024.3,1020.5,1.0,6.0,14.4,18.2,False,False,0.0
67843,2010-04-05,Melbourne,14.9,26.9,0.0,4.6,9.9,N,50.0,N,N,24.0,31.0,62.0,34.0,1018.1,1014.4,3.0,6.0,18.8,25.8,False,False,0.0
490,2010-04-05,Albury,10.3,25.3,0.0,,,SE,17.0,SSE,ENE,2.0,9.0,76.0,38.0,1020.7,1016.3,1.0,,15.5,24.6,False,False,0.0
64650,2010-04-05,MelbourneAirport,13.0,26.3,0.0,4.6,9.9,N,50.0,N,N,24.0,31.0,47.0,35.0,1018.3,1014.9,1.0,3.0,20.4,25.5,False,False,0.0
33979,2010-04-05,SydneyAirport,15.1,20.9,3.4,4.4,2.5,SW,22.0,SW,S,11.0,13.0,79.0,65.0,1021.4,1019.1,5.0,6.0,18.9,20.5,True,True,1.4
30970,2010-04-05,Sydney,15.2,21.5,1.2,4.4,2.5,,,WNW,SE,9.0,7.0,76.0,64.0,1021.1,1019.0,5.0,7.0,19.6,20.5,True,False,0.8
46473,2010-04-05,Canberra,6.8,21.9,0.0,3.4,10.5,NE,28.0,E,NNE,7.0,7.0,69.0,41.0,1022.1,1017.8,3.0,1.0,13.7,21.6,False,False,0.0
46474,2010-04-06,Canberra,9.0,21.2,0.0,3.6,4.0,NE,31.0,SE,ENE,7.0,11.0,76.0,60.0,1020.9,1016.8,7.0,7.0,14.9,19.6,False,True,1.4
30971,2010-04-06,Sydney,17.0,23.3,0.8,2.2,3.6,,,,E,0.0,17.0,74.0,62.0,1020.5,1017.6,6.0,7.0,21.4,22.4,False,True,3.8
33980,2010-04-06,SydneyAirport,16.6,24.1,1.4,2.2,3.6,NNE,31.0,SSE,ENE,7.0,22.0,86.0,58.0,1020.7,1017.6,6.0,7.0,19.8,22.7,True,True,2.0
491,2010-04-06,Albury,10.6,24.7,0.0,,,NE,33.0,,ENE,0.0,20.0,75.0,40.0,1017.9,1013.3,,,15.7,23.8,False,True,3.0
64651,2010-04-06,MelbourneAirport,14.9,24.9,0.0,7.0,0.5,N,48.0,N,NE,26.0,20.0,47.0,42.0,1015.0,1011.9,7.0,8.0,20.3,23.2,False,True,5.2
67844,2010-04-06,Melbourne,18.4,25.3,0.0,7.0,0.5,N,48.0,N,NE,26.0,20.0,42.0,36.0,1014.8,1011.7,7.0,7.0,22.3,24.3,False,True,6.8
30972,2010-04-07,Sydney,18.5,25.9,3.8,2.8,1.1,,,NNE,NNW,15.0,22.0,90.0,65.0,1016.6,1012.3,8.0,7.0,19.1,24.5,True,True,3.0
492,2010-04-07,Albury,15.7,23.4,3.0,,,N,30.0,NNE,WNW,17.0,9.0,87.0,69.0,1012.8,1010.5,8.0,3.0,19.2,23.2,True,True,3.2
46475,2010-04-07,Canberra,14.2,20.0,1.4,2.2,1.0,NNW,35.0,N,NNW,7.0,11.0,86.0,90.0,1015.7,1012.6,8.0,8.0,16.5,18.0,True,False,1.0
67845,2010-04-07,Melbourne,17.2,25.7,6.8,5.2,4.1,N,41.0,N,WNW,20.0,19.0,84.0,40.0,1010.2,1008.3,7.0,7.0,19.3,25.3,True,False,0.2
64652,2010-04-07,MelbourneAirport,15.6,24.1,5.2,5.2,4.1,N,41.0,N,WNW,20.0,19.0,83.0,50.0,1010.3,1009.1,7.0,7.0,19.1,22.8,True,False,0.0
33981,2010-04-07,SydneyAirport,18.6,25.9,2.0,2.8,1.1,NNW,37.0,N,N,24.0,28.0,87.0,58.0,1016.5,1012.2,8.0,7.0,20.2,25.4,True,True,2.4
64653,2010-04-08,MelbourneAirport,14.7,21.9,0.0,4.0,3.9,SW,50.0,WSW,S,20.0,22.0,72.0,65.0,1017.0,1017.6,7.0,7.0,17.9,19.8,False,False,0.0
46476,2010-04-08,Canberra,14.5,22.2,1.0,1.0,9.3,W,41.0,W,WNW,22.0,26.0,53.0,46.0,1014.9,1013.7,1.0,1.0,18.6,21.2,False,False,0.0
67846,2010-04-08,Melbourne,17.7,22.9,0.2,4.0,3.9,SW,50.0,WSW,S,20.0,22.0,69.0,63.0,1016.4,1017.5,7.0,7.0,19.1,21.1,False,False,0.0
30973,2010-04-08,Sydney,19.0,28.7,3.0,1.4,9.4,,,W,SSE,17.0,17.0,77.0,71.0,1012.5,1011.8,3.0,3.0,22.2,24.3,True,True,4.4
33982,2010-04-08,SydneyAirport,19.4,27.6,2.4,1.4,9.4,W,61.0,W,SSE,33.0,15.0,55.0,74.0,1012.4,1011.9,2.0,4.0,24.3,23.1,True,True,6.0
493,2010-04-08,Albury,13.5,23.1,3.2,,,NW,46.0,WNW,WSW,13.0,20.0,84.0,53.0,1016.7,1015.3,1.0,1.0,17.5,23.0,True,False,0.0
67847,2010-04-09,Melbourne,13.5,21.7,0.0,2.6,2.3,N,26.0,N,W,9.0,13.0,82.0,49.0,1015.2,1011.2,6.0,7.0,15.6,21.4,False,False,0.2
64654,2010-04-09,MelbourneAirport,9.9,22.3,0.0,2.6,2.3,N,26.0,N,W,9.0,13.0,89.0,52.0,1015.6,1011.8,7.0,7.0,14.8,21.1,False,False,0.8
494,2010-04-09,Albury,10.1,21.9,0.0,,,E,22.0,SE,SSE,4.0,7.0,73.0,55.0,1016.1,1011.3,,2.0,15.7,21.2,False,False,0.2
46477,2010-04-09,Canberra,7.9,21.1,0.0,4.0,6.8,ENE,20.0,ESE,NNW,7.0,6.0,65.0,37.0,1016.5,1011.5,6.0,7.0,14.9,20.5,False,False,0.0
33983,2010-04-09,SydneyAirport,16.3,22.1,6.0,5.0,9.9,S,41.0,W,S,11.0,30.0,66.0,66.0,1015.1,1011.2,3.0,4.0,21.0,21.2,True,False,0.0
30974,2010-04-09,Sydney,16.4,25.0,4.4,5.0,9.9,,,WNW,SE,15.0,20.0,68.0,55.0,1014.8,1011.1,2.0,6.0,20.8,22.4,True,False,0.0
67848,2010-04-10,Melbourne,15.0,22.6,0.2,1.6,2.6,N,37.0,N,W,24.0,15.0,77.0,62.0,1009.1,1006.5,7.0,7.0,17.4,21.2,False,True,3.6
495,2010-04-10,Albury,14.1,18.6,0.2,,,WNW,22.0,NE,NE,6.0,11.0,84.0,79.0,1011.6,1009.0,8.0,8.0,16.7,18.3,False,True,7.0
33984,2010-04-10,SydneyAirport,16.8,28.3,0.0,6.2,7.4,W,26.0,NW,NNW,11.0,13.0,68.0,35.0,1010.7,1007.3,6.0,1.0,20.4,28.0,False,False,0.0
64655,2010-04-10,MelbourneAirport,13.4,22.0,0.8,1.6,2.6,N,37.0,N,W,24.0,15.0,85.0,64.0,1009.5,1006.9,7.0,7.0,16.3,20.6,False,True,2.6
30975,2010-04-10,Sydney,17.2,27.9,0.0,6.2,7.4,,,W,E,9.0,17.0,78.0,41.0,1010.5,1007.6,6.0,1.0,18.6,27.6,False,False,0.0
46478,2010-04-10,Canberra,8.1,22.6,0.0,3.4,6.5,NW,35.0,,W,0.0,20.0,72.0,56.0,1011.3,1009.4,1.0,6.0,15.8,20.2,False,True,2.8
496,2010-04-11,Albury,14.2,18.7,7.0,,,WNW,57.0,NW,W,17.0,35.0,86.0,43.0,1010.1,1010.2,8.0,2.0,15.9,17.8,True,False,0.0
64656,2010-04-11,MelbourneAirport,11.2,16.6,2.6,4.0,8.5,W,72.0,W,WSW,37.0,37.0,57.0,42.0,1007.7,1010.0,4.0,7.0,14.0,16.1,True,False,0.2
46479,2010-04-11,Canberra,12.9,20.4,2.8,3.2,9.2,NW,61.0,NW,WNW,26.0,31.0,69.0,54.0,1008.7,1007.8,2.0,4.0,16.4,17.4,True,False,0.0
30976,2010-04-11,Sydney,18.6,27.9,0.0,3.8,10.1,,,NNW,WNW,15.0,20.0,58.0,33.0,1007.9,1006.0,5.0,3.0,24.5,27.7,False,False,0.0
33985,2010-04-11,SydneyAirport,18.7,29.2,0.0,3.8,10.1,WSW,61.0,NNW,WSW,20.0,20.0,54.0,28.0,1007.9,1005.8,5.0,4.0,24.5,28.5,False,False,0.0
67849,2010-04-11,Melbourne,11.8,17.7,3.6,4.0,8.5,W,72.0,W,WSW,37.0,37.0,54.0,38.0,1007.0,1009.6,4.0,6.0,15.1,16.7,True,False,0.4
67850,2010-04-12,Melbourne,11.2,17.8,0.4,5.0,6.2,WSW,56.0,WSW,WSW,35.0,31.0,67.0,66.0,1017.7,1018.7,5.0,7.0,14.1,16.9,False,False,0.6
497,2010-04-12,Albury,5.6,17.4,0.0,,,SW,41.0,W,SW,19.0,24.0,71.0,54.0,1018.1,1017.3,,8.0,11.0,16.0,False,False,0.0
33986,2010-04-12,SydneyAirport,13.8,24.2,0.0,8.6,10.6,WSW,50.0,W,SE,26.0,19.0,37.0,30.0,1014.9,1011.9,1.0,2.0,17.1,21.8,False,False,0.0
46480,2010-04-12,Canberra,6.1,17.5,0.0,5.4,10.8,WNW,44.0,WNW,NW,20.0,26.0,50.0,44.0,1014.5,1013.1,1.0,1.0,11.1,17.0,False,False,0.0
30977,2010-04-12,Sydney,14.9,24.5,0.0,8.6,10.6,,,W,WSW,30.0,20.0,33.0,22.0,1014.3,1011.7,1.0,2.0,16.8,24.2,False,False,0.0
64657,2010-04-12,MelbourneAirport,9.4,18.3,0.2,5.0,6.2,WSW,56.0,WSW,WSW,35.0,31.0,66.0,60.0,1018.1,1019.1,5.0,7.0,13.9,16.6,False,False,0.2
67851,2010-04-13,Melbourne,13.1,17.8,0.6,3.6,0.0,WSW,33.0,SW,SSW,20.0,19.0,57.0,59.0,1025.8,1024.1,8.0,7.0,15.1,16.6,False,False,0.0
30978,2010-04-13,Sydney,13.1,22.3,0.0,5.6,10.7,,,W,SSE,17.0,19.0,52.0,46.0,1021.8,1020.3,1.0,1.0,17.6,21.3,False,False,0.0
64658,2010-04-13,MelbourneAirport,10.4,16.6,0.2,3.6,0.0,WSW,33.0,SW,SSW,20.0,19.0,62.0,57.0,1026.2,1024.3,8.0,8.0,13.6,15.6,False,False,0.0
46481,2010-04-13,Canberra,0.2,20.3,0.0,3.6,9.9,SE,22.0,S,NW,9.0,7.0,65.0,29.0,1022.6,1019.9,1.0,0.0,11.1,19.6,False,False,0.0
498,2010-04-13,Albury,4.6,19.9,0.0,,,SW,19.0,SSW,W,4.0,11.0,82.0,49.0,1023.8,1021.1,,,10.1,19.5,False,False,0.0
33987,2010-04-13,SydneyAirport,12.7,19.9,0.0,5.6,10.7,S,41.0,WSW,SSE,11.0,22.0,56.0,57.0,1022.0,1020.6,1.0,1.0,18.2,19.6,False,False,0.0
499,2010-04-14,Albury,5.1,21.9,0.0,,,SSE,19.0,E,SSW,9.0,7.0,81.0,49.0,1023.6,1020.1,,,12.5,21.6,False,False,0.0
30979,2010-04-14,Sydney,12.3,25.0,0.0,3.8,10.7,,,W,ENE,15.0,17.0,71.0,49.0,1022.8,1019.3,0.0,2.0,15.9,23.0,False,False,0.0
46482,2010-04-14,Canberra,0.7,21.7,0.0,2.8,8.9,N,30.0,SW,NNW,4.0,20.0,67.0,36.0,1023.3,1019.4,1.0,5.0,9.5,21.6,False,False,0.0
67852,2010-04-14,Melbourne,13.2,18.4,0.0,2.6,0.3,SW,30.0,SW,SSW,15.0,15.0,68.0,47.0,1024.6,1022.5,7.0,7.0,14.5,17.9,False,False,0.0
33988,2010-04-14,SydneyAirport,12.0,25.9,0.0,3.8,10.7,NNE,33.0,NW,E,19.0,11.0,57.0,30.0,1023.0,1019.0,0.0,2.0,18.4,25.7,False,False,0.0
64659,2010-04-14,MelbourneAirport,11.2,16.8,0.0,2.6,0.3,SW,30.0,SW,SSW,15.0,15.0,74.0,56.0,1024.8,1022.9,7.0,7.0,13.0,16.1,False,False,0.0
64660,2010-04-15,MelbourneAirport,12.1,17.9,0.0,2.2,0.8,SW,30.0,SSW,SSE,15.0,19.0,73.0,67.0,1025.2,1024.2,7.0,7.0,14.6,17.3,False,False,0.0
33989,2010-04-15,SydneyAirport,14.8,22.0,0.0,6.0,9.3,S,35.0,WNW,S,9.0,24.0,74.0,78.0,1022.1,1020.7,7.0,3.0,19.1,21.2,False,False,0.0
46483,2010-04-15,Canberra,3.9,21.7,0.0,3.6,10.7,E,26.0,SSW,W,4.0,9.0,75.0,42.0,1023.4,1021.0,3.0,1.0,11.0,21.3,False,False,0.0
67853,2010-04-15,Melbourne,14.0,19.1,0.0,2.2,0.8,SW,30.0,SSW,SSE,15.0,19.0,68.0,73.0,1024.8,1024.2,7.0,7.0,16.0,17.3,False,False,0.0
30980,2010-04-15,Sydney,14.9,24.9,0.0,6.0,9.3,,,W,ESE,15.0,19.0,77.0,62.0,1021.9,1020.5,6.0,3.0,17.5,23.3,False,False,0.0
500,2010-04-15,Albury,6.1,23.5,0.0,,,SE,17.0,,S,0.0,6.0,79.0,40.0,1022.6,1020.7,,,13.3,22.4,False,False,0.0
30981,2010-04-16,Sydney,16.9,22.3,0.0,3.6,1.5,,,WNW,SSE,9.0,15.0,77.0,64.0,1027.0,1025.1,7.0,6.0,18.1,21.8,False,False,0.6
46484,2010-04-16,Canberra,7.1,22.2,0.0,3.2,9.5,E,20.0,NNE,SW,7.0,6.0,76.0,43.0,1028.1,1024.6,6.0,1.0,14.5,21.2,False,False,0.0
33990,2010-04-16,SydneyAirport,17.8,21.2,0.0,3.6,1.5,SW,44.0,WNW,SSE,9.0,13.0,77.0,76.0,1027.1,1025.5,7.0,7.0,18.5,20.3,False,True,1.8
64661,2010-04-16,MelbourneAirport,13.5,25.1,0.0,1.6,9.8,NNE,44.0,NNE,NNE,7.0,20.0,75.0,33.0,1026.2,1022.3,3.0,1.0,15.4,24.8,False,False,0.0
501,2010-04-16,Albury,7.7,24.7,0.0,,,SSE,19.0,S,SSE,6.0,11.0,79.0,45.0,1026.5,1023.0,,,13.6,24.1,False,False,0.0
67854,2010-04-16,Melbourne,13.2,25.9,0.0,1.6,9.8,NNE,44.0,NNE,NNE,7.0,20.0,74.0,32.0,1026.1,1022.0,4.0,2.0,15.3,24.7,False,False,0.0
33991,2010-04-17,SydneyAirport,15.8,23.6,1.8,2.4,10.8,S,28.0,SW,SE,7.0,19.0,83.0,65.0,1028.3,1026.1,1.0,3.0,19.8,22.9,True,False,0.0
